lead_day,Platform,Campaign,Ad Name,Aff_param,Cost
2025-11-18,Bing,Brand Search,Bing Brand Exact,AFF-3201,375.37
2025-11-18,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,629.12
2025-11-18,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1475.05
2025-11-18,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1265.92
2025-11-18,Google Display,Prospecting Display,In-Market Display A,AFF-2201,945.65
2025-11-18,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,293.04
2025-11-18,Google Search,Brand Search,Brand Core RSA,AFF-1201,1660.74
2025-11-18,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1986.68
2025-11-18,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,1162.59
2025-11-18,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,1125.73
2025-11-18,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,113.06
2025-11-18,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,200.57
2025-11-18,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,580.3
2025-11-18,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,200.86
2025-11-19,Bing,Brand Search,Bing Brand Exact,AFF-3201,955.62
2025-11-19,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,676.4
2025-11-19,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1026.48
2025-11-19,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,803.63
2025-11-19,Google Display,Prospecting Display,In-Market Display A,AFF-2201,396.62
2025-11-19,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,504.09
2025-11-19,Google Search,Brand Search,Brand Core RSA,AFF-1201,1304.04
2025-11-19,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2270.05
2025-11-19,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,828.61
2025-11-19,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,601.8
2025-11-19,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,414.9
2025-11-19,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,170.69
2025-11-19,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,210.04
2025-11-19,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,285.95
2025-11-20,Bing,Brand Search,Bing Brand Exact,AFF-3201,864.05
2025-11-20,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,984.88
2025-11-20,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1468.68
2025-11-20,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1075.14
2025-11-20,Google Display,Prospecting Display,In-Market Display A,AFF-2201,837.85
2025-11-20,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,539.09
2025-11-20,Google Search,Brand Search,Brand Core RSA,AFF-1201,1423.82
2025-11-20,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2549.92
2025-11-20,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,386.17
2025-11-20,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,635.26
2025-11-20,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,103.2
2025-11-20,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,425.01
2025-11-20,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,397.85
2025-11-20,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,281.58
2025-11-21,Bing,Brand Search,Bing Brand Exact,AFF-3201,1256.76
2025-11-21,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,664.03
2025-11-21,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1331.4
2025-11-21,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1521.35
2025-11-21,Google Display,Prospecting Display,In-Market Display A,AFF-2201,349.72
2025-11-21,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,176.55
2025-11-21,Google Search,Brand Search,Brand Core RSA,AFF-1201,2325.7
2025-11-21,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2234.72
2025-11-21,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,1011.99
2025-11-21,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,384.7
2025-11-21,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,57.87
2025-11-21,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,230.76
2025-11-21,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,132.82
2025-11-21,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,221.98
2025-11-22,Bing,Brand Search,Bing Brand Exact,AFF-3201,414.77
2025-11-22,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,698.43
2025-11-22,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1746.86
2025-11-22,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,570.89
2025-11-22,Google Display,Prospecting Display,In-Market Display A,AFF-2201,379.0
2025-11-22,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,208.42
2025-11-22,Google Search,Brand Search,Brand Core RSA,AFF-1201,1331.1
2025-11-22,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2186.02
2025-11-22,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,1228.17
2025-11-22,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,923.67
2025-11-22,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,211.82
2025-11-22,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,148.91
2025-11-22,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,439.12
2025-11-22,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,305.49
2025-11-23,Bing,Brand Search,Bing Brand Exact,AFF-3201,754.34
2025-11-23,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,706.76
2025-11-23,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,772.13
2025-11-23,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,964.89
2025-11-23,Google Display,Prospecting Display,In-Market Display A,AFF-2201,507.97
2025-11-23,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,361.27
2025-11-23,Google Search,Brand Search,Brand Core RSA,AFF-1201,1010.39
2025-11-23,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2357.15
2025-11-23,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,1092.55
2025-11-23,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,1042.17
2025-11-23,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,61.01
2025-11-23,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,155.0
2025-11-23,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,384.31
2025-11-23,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,223.37
2025-11-24,Bing,Brand Search,Bing Brand Exact,AFF-3201,701.94
2025-11-24,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,788.84
2025-11-24,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1358.25
2025-11-24,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,902.12
2025-11-24,Google Display,Prospecting Display,In-Market Display A,AFF-2201,757.28
2025-11-24,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,384.18
2025-11-24,Google Search,Brand Search,Brand Core RSA,AFF-1201,1475.91
2025-11-24,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,3115.31
2025-11-24,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,953.37
2025-11-24,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,677.58
2025-11-24,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,299.6
2025-11-24,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,270.06
2025-11-24,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,797.16
2025-11-24,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,523.99
2025-11-25,Bing,Brand Search,Bing Brand Exact,AFF-3201,1226.66
2025-11-25,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,672.09
2025-11-25,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1172.95
2025-11-25,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1142.65
2025-11-25,Google Display,Prospecting Display,In-Market Display A,AFF-2201,289.45
2025-11-25,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,229.16
2025-11-25,Google Search,Brand Search,Brand Core RSA,AFF-1201,1511.17
2025-11-25,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2253.07
2025-11-25,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,825.83
2025-11-25,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,866.11
2025-11-25,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,227.55
2025-11-25,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,106.28
2025-11-25,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,695.45
2025-11-25,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,206.55
2025-11-26,Bing,Brand Search,Bing Brand Exact,AFF-3201,971.38
2025-11-26,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,1018.05
2025-11-26,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1512.8
2025-11-26,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1232.37
2025-11-26,Google Display,Prospecting Display,In-Market Display A,AFF-2201,639.78
2025-11-26,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,614.48
2025-11-26,Google Search,Brand Search,Brand Core RSA,AFF-1201,1634.93
2025-11-26,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2776.75
2025-11-26,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,1152.09
2025-11-26,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,755.11
2025-11-26,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,301.62
2025-11-26,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,99.12
2025-11-26,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,383.42
2025-11-26,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,291.93
2025-11-27,Bing,Brand Search,Bing Brand Exact,AFF-3201,771.05
2025-11-27,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,1074.94
2025-11-27,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1320.33
2025-11-27,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,660.35
2025-11-27,Google Display,Prospecting Display,In-Market Display A,AFF-2201,669.21
2025-11-27,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,307.03
2025-11-27,Google Search,Brand Search,Brand Core RSA,AFF-1201,1457.77
2025-11-27,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2814.57
2025-11-27,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,1053.95
2025-11-27,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,801.25
2025-11-27,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,214.95
2025-11-27,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,170.22
2025-11-27,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,291.88
2025-11-27,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,364.23
2025-11-28,Bing,Brand Search,Bing Brand Exact,AFF-3201,848.29
2025-11-28,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,657.02
2025-11-28,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1396.43
2025-11-28,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,872.42
2025-11-28,Google Display,Prospecting Display,In-Market Display A,AFF-2201,360.39
2025-11-28,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,384.3
2025-11-28,Google Search,Brand Search,Brand Core RSA,AFF-1201,1634.44
2025-11-28,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2519.79
2025-11-28,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,980.29
2025-11-28,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,552.41
2025-11-28,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,395.7
2025-11-28,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,100.04
2025-11-28,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,136.13
2025-11-28,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,356.31
2025-11-29,Bing,Brand Search,Bing Brand Exact,AFF-3201,953.84
2025-11-29,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,342.71
2025-11-29,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,982.93
2025-11-29,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,985.59
2025-11-29,Google Display,Prospecting Display,In-Market Display A,AFF-2201,436.28
2025-11-29,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,401.85
2025-11-29,Google Search,Brand Search,Brand Core RSA,AFF-1201,1646.47
2025-11-29,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1414.49
2025-11-29,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,730.16
2025-11-29,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,777.41
2025-11-29,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,411.96
2025-11-29,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,212.03
2025-11-29,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,195.34
2025-11-30,Bing,Brand Search,Bing Brand Exact,AFF-3201,651.31
2025-11-30,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,475.55
2025-11-30,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1507.28
2025-11-30,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1699.44
2025-11-30,Google Display,Prospecting Display,In-Market Display A,AFF-2201,323.46
2025-11-30,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,267.86
2025-11-30,Google Search,Brand Search,Brand Core RSA,AFF-1201,956.77
2025-11-30,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,3270.54
2025-11-30,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,664.06
2025-11-30,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,907.41
2025-11-30,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,175.23
2025-11-30,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,109.51
2025-11-30,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,152.9
2025-11-30,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,145.12
2025-12-01,Bing,Brand Search,Bing Brand Exact,AFF-3201,438.76
2025-12-01,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,611.73
2025-12-01,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1667.53
2025-12-01,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,846.83
2025-12-01,Google Display,Prospecting Display,In-Market Display A,AFF-2201,702.76
2025-12-01,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,315.86
2025-12-01,Google Search,Brand Search,Brand Core RSA,AFF-1201,715.88
2025-12-01,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1889.44
2025-12-01,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,1002.17
2025-12-01,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,567.0
2025-12-01,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,207.28
2025-12-01,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,170.91
2025-12-01,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,214.28
2025-12-01,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,208.79
2025-12-02,Bing,Brand Search,Bing Brand Exact,AFF-3201,990.57
2025-12-02,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,962.73
2025-12-02,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,2051.98
2025-12-02,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,535.93
2025-12-02,Google Display,Prospecting Display,In-Market Display A,AFF-2201,486.29
2025-12-02,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,269.46
2025-12-02,Google Search,Brand Search,Brand Core RSA,AFF-1201,834.06
2025-12-02,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1609.73
2025-12-02,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,502.75
2025-12-02,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,765.85
2025-12-02,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,350.4
2025-12-02,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,107.64
2025-12-02,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,378.99
2025-12-02,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,301.41
2025-12-03,Bing,Brand Search,Bing Brand Exact,AFF-3201,955.56
2025-12-03,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,746.7
2025-12-03,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,947.89
2025-12-03,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,438.94
2025-12-03,Google Display,Prospecting Display,In-Market Display A,AFF-2201,160.73
2025-12-03,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,185.57
2025-12-03,Google Search,Brand Search,Brand Core RSA,AFF-1201,1217.16
2025-12-03,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1390.69
2025-12-03,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,245.81
2025-12-03,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,483.33
2025-12-03,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,223.84
2025-12-03,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,108.49
2025-12-03,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,298.66
2025-12-03,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,128.84
2025-12-04,Bing,Brand Search,Bing Brand Exact,AFF-3201,587.01
2025-12-04,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,936.38
2025-12-04,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1281.88
2025-12-04,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,871.28
2025-12-04,Google Display,Prospecting Display,In-Market Display A,AFF-2201,707.38
2025-12-04,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,237.07
2025-12-04,Google Search,Brand Search,Brand Core RSA,AFF-1201,1422.62
2025-12-04,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1537.2
2025-12-04,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,1037.71
2025-12-04,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,249.99
2025-12-04,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,117.76
2025-12-04,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,51.38
2025-12-04,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,474.49
2025-12-04,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,323.42
2025-12-05,Bing,Brand Search,Bing Brand Exact,AFF-3201,567.58
2025-12-05,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,413.44
2025-12-05,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1113.53
2025-12-05,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,695.06
2025-12-05,Google Display,Prospecting Display,In-Market Display A,AFF-2201,430.82
2025-12-05,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,259.82
2025-12-05,Google Search,Brand Search,Brand Core RSA,AFF-1201,1547.82
2025-12-05,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,2155.33
2025-12-05,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,494.31
2025-12-05,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,463.63
2025-12-05,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,234.17
2025-12-05,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,273.86
2025-12-05,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,427.17
2025-12-05,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,564.05
2025-12-06,Bing,Brand Search,Bing Brand Exact,AFF-3201,521.09
2025-12-06,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,826.41
2025-12-06,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1367.86
2025-12-06,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,1000.24
2025-12-06,Google Display,Prospecting Display,In-Market Display A,AFF-2201,576.52
2025-12-06,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,189.01
2025-12-06,Google Search,Brand Search,Brand Core RSA,AFF-1201,1011.36
2025-12-06,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1391.15
2025-12-06,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,797.01
2025-12-06,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,1796.25
2025-12-06,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,113.17
2025-12-06,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,48.44
2025-12-06,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,208.41
2025-12-06,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,154.87
2025-12-07,Bing,Brand Search,Bing Brand Exact,AFF-3201,949.04
2025-12-07,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,536.41
2025-12-07,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1474.12
2025-12-07,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,972.36
2025-12-07,Google Display,Prospecting Display,In-Market Display A,AFF-2201,384.89
2025-12-07,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,397.52
2025-12-07,Google Search,Brand Search,Brand Core RSA,AFF-1201,1386.84
2025-12-07,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1869.29
2025-12-07,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,874.45
2025-12-07,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,493.85
2025-12-07,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,174.6
2025-12-07,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,109.95
2025-12-07,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,228.68
2025-12-07,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,275.65
2025-12-08,Bing,Brand Search,Bing Brand Exact,AFF-3201,522.16
2025-12-08,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,385.8
2025-12-08,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,827.53
2025-12-08,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,795.74
2025-12-08,Google Display,Prospecting Display,In-Market Display A,AFF-2201,595.62
2025-12-08,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,307.93
2025-12-08,Google Search,Brand Search,Brand Core RSA,AFF-1201,1197.08
2025-12-08,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1644.01
2025-12-08,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,795.67
2025-12-08,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,890.68
2025-12-08,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,111.72
2025-12-08,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,522.72
2025-12-08,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,68.58
2025-12-09,Bing,Brand Search,Bing Brand Exact,AFF-3201,399.78
2025-12-09,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,483.65
2025-12-09,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1229.89
2025-12-09,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,645.82
2025-12-09,Google Display,Prospecting Display,In-Market Display A,AFF-2201,535.28
2025-12-09,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,606.56
2025-12-09,Google Search,Brand Search,Brand Core RSA,AFF-1201,928.03
2025-12-09,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1741.75
2025-12-09,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,1156.39
2025-12-09,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,900.73
2025-12-09,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,400.34
2025-12-09,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,55.15
2025-12-09,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,277.37
2025-12-09,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,199.72
2025-12-10,Bing,Brand Search,Bing Brand Exact,AFF-3201,738.34
2025-12-10,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,522.12
2025-12-10,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1157.51
2025-12-10,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,954.3
2025-12-10,Google Display,Prospecting Display,In-Market Display A,AFF-2201,576.67
2025-12-10,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,298.12
2025-12-10,Google Search,Brand Search,Brand Core RSA,AFF-1201,926.74
2025-12-10,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1377.09
2025-12-10,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,415.72
2025-12-10,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,788.66
2025-12-10,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,481.93
2025-12-10,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,95.99
2025-12-10,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,70.52
2025-12-10,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,231.96
2025-12-11,Bing,Brand Search,Bing Brand Exact,AFF-3201,474.24
2025-12-11,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,492.37
2025-12-11,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1285.18
2025-12-11,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,947.55
2025-12-11,Google Display,Prospecting Display,In-Market Display A,AFF-2201,562.27
2025-12-11,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,150.29
2025-12-11,Google Search,Brand Search,Brand Core RSA,AFF-1201,884.29
2025-12-11,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,1853.81
2025-12-11,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,493.87
2025-12-11,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,627.38
2025-12-11,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,177.7
2025-12-11,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,213.67
2025-12-11,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,309.8
2025-12-11,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,269.85
2025-12-12,Bing,Brand Search,Bing Brand Exact,AFF-3201,600.73
2025-12-12,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,599.23
2025-12-12,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,1291.3
